game,game_comments,game_date,wrong,right
2611,,"Show #4167 - Tuesday, October 15, 2002",0,3
2610,,"Show #4166 - Monday, October 14, 2002",2,1
2609,,"Show #4165 - Friday, October 11, 2002",0,3
2607,"(Jimmy: Torpedoes are locked on--you'd better be watching Jeopardy!, coming up next!)","Show #4164 - Thursday, October 10, 2002",2,1
2605,"Mark Brown game 5.

(Sarah: We're in New Mexico... this isn't going to take 80 days, is it?)","Show #4163 - Wednesday, October 9, 2002",3,0
2604,"Mark Brown game 4.

(Sofia: Hey Jimmy, William Howard Taft lived here.)
(Jimmy: Let's go inside and check out how big the bathtub is!)","Show #4162 - Tuesday, October 8, 2002",2,1
2600,Mark Brown game 3.,"Show #4161 - Monday, October 7, 2002",0,3
2599,Mark Brown game 2.,"Show #4160 - Friday, October 4, 2002",3,0
2598,Mark Brown game 1.,"Show #4159 - Thursday, October 3, 2002",1,2
2597,,"Show #4158 - Wednesday, October 2, 2002",3,0
2596,,"Show #4157 - Tuesday, October 1, 2002",0,3
2595,,"Show #4156 - Monday, September 30, 2002",2,0
2593,,"Show #4155 - Friday, September 27, 2002",3,0
2592,(Sofia: Get behind the wheel of one of these babies--stock car clues coming up on Jeopardy!),"Show #4154 - Thursday, September 26, 2002",2,1
2591,,"Show #4153 - Wednesday, September 25, 2002",2,1
2589,,"Show #4152 - Tuesday, September 24, 2002",2,1
2587,,"Show #4151 - Monday, September 23, 2002",1,2
3081,2002 Back to School Week game 5.,"Show #4150 - Friday, September 20, 2002",0,4
3075,2002 Back to School Week game 4.,"Show #4149 - Thursday, September 19, 2002",3,0
1609,2002 Back to School Week game 3.,"Show #4148 - Wednesday, September 18, 2002",0,3
3074,2002 Back to School Week game 2.,"Show #4147 - Tuesday, September 17, 2002",3,0
3073,2002 Back to School Week game 1.,"Show #4146 - Monday, September 16, 2002",0,3
2582,(Cheryl: Today's topic on Jeopardy! is pandas--could they be any cuter?  Stay tuned!),"Show #4145 - Friday, September 13, 2002",2,1
2580,(Sofia: Fast lane racing clues on Jeopardy!... stay tuned!),"Show #4144 - Thursday, September 12, 2002",1,1
2578,,"Show #4143 - Wednesday, September 11, 2002",2,1
2577,,"Show #4142 - Tuesday, September 10, 2002",1,2
897,,"Show #4141 - Monday, September 9, 2002",0,3
367,,"Show #4140 - Friday, September 6, 2002",1,2
365,"Myron Meyer sets a new single-day cash winnings record of $50,000.","Show #4139 - Thursday, September 5, 2002",1,1
908,,"Show #4138 - Wednesday, September 4, 2002",2,1
907,,"Show #4137 - Tuesday, September 3, 2002",1,2
1519,First game of Season 19.,"Show #4136 - Monday, September 2, 2002",2,1
1669,"Last game of Season 18.

(Sarah: If you like San Francisco, we've got a treat for you.  Stay tuned for Jeopardy!)","Show #4135 - Friday, July 19, 2002",3,0
1668,,"Show #4134 - Thursday, July 18, 2002",3,0
1667,,"Show #4133 - Wednesday, July 17, 2002",1,2
1666,,"Show #4132 - Tuesday, July 16, 2002",0,3
1665,,"Show #4131 - Monday, July 15, 2002",1,2
1664,(Cheryl: Pro basketball--not as tough as it looks.  Check it out on Jeopardy! next.),"Show #4130 - Friday, July 12, 2002",3,0
1663,,"Show #4129 - Thursday, July 11, 2002",2,1
1662,,"Show #4128 - Wednesday, July 10, 2002",1,2
1661,,"Show #4127 - Tuesday, July 9, 2002",0,3
1660,"(Kermit the Frog: Hi-ho, Kermit the Frog here.  Hey, I got a Jeopardy! clue.  This game show features Miss Piggy.  Give up?  What is The Weakest Pork Link?  [...She's not here, is she?])","Show #4126 - Monday, July 8, 2002",0,2
1657,"(Sarah: Hi, I'm Sarah of the Clue Crew.  We're coming to you today from the set of Men in Black II.  You know, for some reason, we like Agent Jay best.)","Show #4125 - Friday, July 5, 2002",0,3
931,"(Sarah: Next on Jeopardy!: find out everything about Alcatraz, and maybe even... how to get out of here!)","Show #4124 - Thursday, July 4, 2002",2,1
928,,"Show #4123 - Wednesday, July 3, 2002",1,2
1622,"(Sarah: Remember the 2001 World Series?  We'll take you back to the bottom of the ninth, next on Jeopardy!)

Jeff Goldfarb sets a new single-day cash winnings record of $39,999.","Show #4122 - Tuesday, July 2, 2002",0,3
1656,,"Show #4121 - Monday, July 1, 2002",1,2
1549,"(Kermit the Frog: Hi-ho, Kermit the Frog here.  You know, finally, after 18 seasons, Jeopardy! is letting another species do a clue?  Hm!  'Bout time, don't you think?  Yeah, me too.)","Show #4120 - Friday, June 28, 2002",1,2
1548,,"Show #4119 - Thursday, June 27, 2002",2,1
1547,Eric Floyd game 5.,"Show #4118 - Wednesday, June 26, 2002",0,2
1546,Eric Floyd game 4.,"Show #4117 - Tuesday, June 25, 2002",0,3
1545,Eric Floyd game 3.,"Show #4116 - Monday, June 24, 2002",3,0
1544,Eric Floyd game 2.,"Show #4115 - Friday, June 21, 2002",2,1
1543,Eric Floyd game 1.,"Show #4114 - Thursday, June 20, 2002",2,1
1542,,"Show #4113 - Wednesday, June 19, 2002",1,2
1541,,"Show #4112 - Tuesday, June 18, 2002",2,1
1540,"(Leonard Maltin: Hi, I'm Leonard Maltin, and I give this next show four stars.)","Show #4111 - Monday, June 17, 2002",3,0
1468,,"Show #4110 - Friday, June 14, 2002",1,1
1467,,"Show #4109 - Thursday, June 13, 2002",1,2
1466,,"Show #4108 - Wednesday, June 12, 2002",0,3
1465,,"Show #4107 - Tuesday, June 11, 2002",1,2
1464,Clues 6 & 9 from the Jeopardy! Round were shown in the 2015-03-02 episode of Better Call Saul.,"Show #4106 - Monday, June 10, 2002",0,2
1460,,"Show #4105 - Friday, June 7, 2002",0,3
1459,,"Show #4104 - Thursday, June 6, 2002",0,3
1458,,"Show #4103 - Wednesday, June 5, 2002",2,1
1457,,"Show #4102 - Tuesday, June 4, 2002",2,1
1456,Jill Bunzendahl Chimka game 5.,"Show #4101 - Monday, June 3, 2002",2,1
1163,Jill Bunzendahl Chimka game 4.,"Show #4100 - Friday, May 31, 2002",0,3
1162,Jill Bunzendahl Chimka game 3.,"Show #4099 - Thursday, May 30, 2002",1,2
1161,Jill Bunzendahl Chimka game 2.,"Show #4098 - Wednesday, May 29, 2002",1,2
1160,Jill Bunzendahl Chimka game 1.,"Show #4097 - Tuesday, May 28, 2002",2,1
1159,"(Sofia: Pick up some defensive driving tips, today on Jeopardy!)","Show #4096 - Monday, May 27, 2002",0,3
1097,,"Show #4095 - Friday, May 24, 2002",0,3
1096,,"Show #4094 - Thursday, May 23, 2002",2,1
1095,Ben Tritle game 5.,"Show #4093 - Wednesday, May 22, 2002",1,2
1094,Ben Tritle game 4.,"Show #4092 - Tuesday, May 21, 2002",2,1
1103,"Ben Tritle game 3.

(Sofia: Wish us bon voyage!  The Jeopardy! Clue Crew is off on a cruise--coming up next.)","Show #4091 - Monday, May 20, 2002",3,0
1102,Ben Tritle game 2.,"Show #4090 - Friday, May 17, 2002",0,3
1101,"Ben Tritle game 1.
First game in which runners-up are awarded cash prizes ($2,000 for 2nd place and $1,000 for 3rd place).","Show #4089 - Thursday, May 16, 2002",2,1
565,2002 Million Dollar Masters final game 1.,"Show #4086 - Monday, May 13, 2002",3,0
561,2002 Million Dollar Masters semifinal game 3.,"Show #4085 - Friday, May 10, 2002",1,2
560,2002 Million Dollar Masters semifinal game 2.,"Show #4084 - Thursday, May 9, 2002",0,3
557,2002 Million Dollar Masters semifinal game 1.,"Show #4083 - Wednesday, May 8, 2002",1,2
553,2002 Million Dollar Masters quarterfinal game 5.,"Show #4082 - Tuesday, May 7, 2002",2,1
549,2002 Million Dollar Masters quarterfinal game 4.,"Show #4081 - Monday, May 6, 2002",1,2
548,2002 Million Dollar Masters quarterfinal game 3.,"Show #4080 - Friday, May 3, 2002",0,3
342,2002 Million Dollar Masters quarterfinal game 2.,"Show #4079 - Thursday, May 2, 2002",1,2
546,2002 Million Dollar Masters quarterfinal game 1.,"Show #4078 - Wednesday, May 1, 2002",1,2
1100,,"Show #4077 - Tuesday, April 30, 2002",3,0
1753,"Ben Sternberg sets a new single-day cash winnings record of $38,400.","Show #4076 - Monday, April 29, 2002",0,3
1752,,"Show #4075 - Friday, April 26, 2002",1,2
1751,,"Show #4074 - Thursday, April 25, 2002",1,2
1750,(Sarah: Clues from the Wild West next on Jeopardy!--so kick back... and enjoy the show.),"Show #4073 - Wednesday, April 24, 2002",3,0
1749,,"Show #4072 - Tuesday, April 23, 2002",2,1
1748,,"Show #4071 - Monday, April 22, 2002",2,1
1747,,"Show #4070 - Friday, April 19, 2002",2,1
1746,,"Show #4069 - Thursday, April 18, 2002",3,0
1745,,"Show #4068 - Wednesday, April 17, 2002",0,3
1744,"(Jimmy: Hi, I'm Jimmy.)
(Sarah: And I'm Sarah of the Clue Crew at the New Orleans School of Cooking.)
(Jimmy: Today, we learn the difference between blackened...)
(Sarah: ...and burned.)","Show #4067 - Tuesday, April 16, 2002",3,0
1743,(Sarah: Stay tuned for Jeopardy! and learn some important baseball skills.  Pbht!),"Show #4066 - Monday, April 15, 2002",0,3
1742,,"Show #4065 - Friday, April 12, 2002",0,2
1741,(Cheryl: Get a taste of the good life--today on Jeopardy!),"Show #4064 - Thursday, April 11, 2002",2,1
1740,,"Show #4063 - Wednesday, April 10, 2002",1,2
1739,,"Show #4062 - Tuesday, April 9, 2002",3,0
1738,,"Show #4061 - Monday, April 8, 2002",2,1
1737,,"Show #4060 - Friday, April 5, 2002",2,1
1736,,"Show #4059 - Thursday, April 4, 2002",1,2
1735,,"Show #4058 - Wednesday, April 3, 2002",1,2
1734,,"Show #4057 - Tuesday, April 2, 2002",3,0
1733,,"Show #4056 - Monday, April 1, 2002",2,1
1732,,"Show #4055 - Friday, March 29, 2002",0,3
1731,,"Show #4054 - Thursday, March 28, 2002",3,0
1730,,"Show #4053 - Wednesday, March 27, 2002",3,0
1729,,"Show #4052 - Tuesday, March 26, 2002",2,1
1728,,"Show #4051 - Monday, March 25, 2002",3,0
1727,,"Show #4050 - Friday, March 22, 2002",0,3
1726,"(Gaetano the Illusionist: Yah!  Ahh!)
(Sofia: You never know what'll appear on Jeopardy!--next.)","Show #4049 - Thursday, March 21, 2002",2,1
1725,,"Show #4048 - Wednesday, March 20, 2002",1,2
1724,(Sofia: A great show coming up--you can bet on it.),"Show #4047 - Tuesday, March 19, 2002",0,3
1723,,"Show #4046 - Monday, March 18, 2002",1,2
1722,,"Show #4045 - Friday, March 15, 2002",2,0
1721,,"Show #4044 - Thursday, March 14, 2002",3,0
1720,,"Show #4043 - Wednesday, March 13, 2002",2,1
1719,,"Show #4042 - Tuesday, March 12, 2002",1,2
1718,Jason McCune game 5.,"Show #4041 - Monday, March 11, 2002",1,2
1453,Jason McCune game 4.,"Show #4040 - Friday, March 8, 2002",2,1
1452,"Jason McCune game 3.

(Alex: This is going to be an easy half-hour for me because we have an entire category on former President Clinton, and all of the clues in that category are going to be delivered by this man.)
(Bill Clinton: Hi, I'm Bill Clinton.)","Show #4039 - Thursday, March 7, 2002",2,1
1451,Jason McCune game 2.,"Show #4038 - Wednesday, March 6, 2002",1,2
1450,"Jason McCune game 1.

(Sofia: Today on Jeopardy!: costumes from the big and small screen.  Test yourself--next.)","Show #4037 - Tuesday, March 5, 2002",3,0
1449,"(Cheryl: You know, a butterfly is more than just a pretty wing.  Find out more on Jeopardy! next.)","Show #4036 - Monday, March 4, 2002",0,3
1445,(Capt. Warner: I'm Captain Bernhard Warner.  The Clue Crew joins me onboard Golden Princess--next on Jeopardy!),"Show #4035 - Friday, March 1, 2002",0,3
1444,,"Show #4034 - Thursday, February 28, 2002",3,0
1443,,"Show #4033 - Wednesday, February 27, 2002",2,1
1442,,"Show #4032 - Tuesday, February 26, 2002",3,0
1441,,"Show #4031 - Monday, February 25, 2002",2,1
1438,(Sarah: Jeopardy! will get your mind and your body in shape--coming up next.),"Show #4030 - Friday, February 22, 2002",0,3
1437,,"Show #4029 - Thursday, February 21, 2002",3,0
1436,,"Show #4028 - Wednesday, February 20, 2002",0,3
1435,,"Show #4027 - Tuesday, February 19, 2002",2,0
1434,"(Sofia: Yes, ye people of Salem, Massachusetts, I admit it, I admit it--I am a Jeopardy! Clue Crew member!)","Show #4026 - Monday, February 18, 2002",1,2
1420,2002 Teen Tournament final game 1.,"Show #4024 - Thursday, February 14, 2002",0,3
1419,2002 Teen Tournament semifinal game 3.,"Show #4023 - Wednesday, February 13, 2002",2,0
1418,2002 Teen Tournament semifinal game 2.,"Show #4022 - Tuesday, February 12, 2002",1,2
1417,2002 Teen Tournament semifinal game 1.,"Show #4021 - Monday, February 11, 2002",1,2
1416,2002 Teen Tournament quarterfinal game 5.,"Show #4020 - Friday, February 8, 2002",3,0
1415,2002 Teen Tournament quarterfinal game 4.,"Show #4019 - Thursday, February 7, 2002",0,3
1414,2002 Teen Tournament quarterfinal game 3.,"Show #4018 - Wednesday, February 6, 2002",0,3
1413,2002 Teen Tournament quarterfinal game 2.,"Show #4017 - Tuesday, February 5, 2002",0,3
1412,2002 Teen Tournament quarterfinal game 1.,"Show #4016 - Monday, February 4, 2002",1,2
1389,,"Show #4015 - Friday, February 1, 2002",1,2
1388,(Judge Hatchett: I'm Judge Hatchett and you are in contempt of court if you don't watch Jeopardy! coming up next.),"Show #4014 - Thursday, January 31, 2002",2,1
1387,,"Show #4013 - Wednesday, January 30, 2002",2,1
1386,,"Show #4012 - Tuesday, January 29, 2002",1,2
1385,,"Show #4011 - Monday, January 28, 2002",2,1
1222,"(Sofia: Hi, this is Sofia of the Clue Crew!  Stay tuned for Jeopardy!, it's just what the doctor ordered!)","Show #4010 - Friday, January 25, 2002",2,1
1221,,"Show #4009 - Thursday, January 24, 2002",3,0
1220,,"Show #4008 - Wednesday, January 23, 2002",2,1
1219,,"Show #4007 - Tuesday, January 22, 2002",0,3
1218,,"Show #4006 - Monday, January 21, 2002",3,0
1184,"(Sarah: Hi, I'm Sarah.  Today on Jeopardy! the Clue  Crew is going to a yard sale.  Come on along.)","Show #4005 - Friday, January 18, 2002",3,0
1183,,"Show #4004 - Thursday, January 17, 2002",1,2
1182,,"Show #4003 - Wednesday, January 16, 2002",2,1
1181,,"Show #4002 - Tuesday, January 15, 2002",1,2
1180,,"Show #4001 - Monday, January 14, 2002",3,0
1169,,"Show #4000 - Friday, January 11, 2002",3,0
1168,,"Show #3999 - Thursday, January 10, 2002",3,0
1167,,"Show #3998 - Wednesday, January 9, 2002",2,1
1166,,"Show #3997 - Tuesday, January 8, 2002",2,1
1165,Mark Lee game 5.,"Show #3996 - Monday, January 7, 2002",3,0
1140,Mark Lee game 4.,"Show #3995 - Friday, January 4, 2002",1,2
1139,Mark Lee game 3.,"Show #3994 - Thursday, January 3, 2002",2,1
1138,"Mark Lee game 2.

(Jimmy: Today on Jeopardy! We boldly go where no quiz show has ever gone before.)
(Sofia: Alex Trebek's garage!)","Show #3993 - Wednesday, January 2, 2002",3,0
1137,"Mark Lee game 1.

(Sarah: I'm Sarah of the Clue Crew.  Today, clues from the city of red beans and Anne Rice--New Orleans.)","Show #3992 - Tuesday, January 1, 2002",0,3
1136,"(Jimmy: Hi, I'm Jimmy of the Clue Crew.  Today our contestants win gold--gold, I tell you!  Stay tuned.)","Show #3991 - Monday, December 31, 2001",2,1
1124,"2001 Holiday Kids Week game 5.

(Cheryl: Hi, I'm Cheryl of the Clue Crew.  You must at least be this tall to play on Jeopardy! today.  Stay tuned.)","Show #3990 - Friday, December 28, 2001",1,2
1123,"2001 Holiday Kids Week game 4.

(Cheryl: I'm Cheryl of the Clue Crew at the Natural History Museum of Los Angeles County.  Shhh!  Jeopardy!'s been bugged--next.)","Show #3989 - Thursday, December 27, 2001",1,2
1122,"2001 Holiday Kids Week game 3.

(Sarah: This is Sarah of the Clue Crew.  Take a free trip to Sea World with us on Jeopardy!)","Show #3988 - Wednesday, December 26, 2001",0,3
1121,2001 Holiday Kids Week game 2.,"Show #3987 - Tuesday, December 25, 2001",1,2
1120,2001 Holiday Kids Week game 1.,"Show #3986 - Monday, December 24, 2001",0,3
1092,"Champion's winnings matched to the Families of Freedom Scholarship Fund ($10,000 minimum).
Performances by the L.A. Spirit Chorale featuring Cheryl Farrell.
No ""Think!"" music played during Final Jeopardy!

(Sarah: I'm in the Voodoo Museum in New Orleans, so next week it should be, ""Here's the host of Jeopardy!--Sarah Whitcomb."")","Show #3985 - Friday, December 21, 2001",1,2
1091,"Champion's winnings matched to the Families of Freedom Scholarship Fund ($10,000 minimum).
Performances by the L.A. Spirit Chorale.","Show #3984 - Thursday, December 20, 2001",3,0
1090,"Champion's winnings matched to the Families of Freedom Scholarship Fund ($10,000 minimum).
Performances by the L.A. Spirit Chorale.","Show #3983 - Wednesday, December 19, 2001",3,0
1089,"Champion's winnings matched to the Families of Freedom Scholarship Fund ($10,000 minimum).","Show #3982 - Tuesday, December 18, 2001",2,1
1088,"Champion's winnings matched to the Families of Freedom Scholarship Fund ($10,000 minimum).","Show #3981 - Monday, December 17, 2001",1,2
1087,"(Sofia: ""Jeopardy! Clue Crew location""--11 letters.)
(Cheryl: New York City!)
(Sofia: You got it!  Done!)","Show #3980 - Friday, December 14, 2001",2,1
1086,"(Jimmy: I'm Jimmy of the Clue Crew at the Porter Valley Country Club, making a splash today on Jeopardy!)","Show #3979 - Thursday, December 13, 2001",2,1
1085,,"Show #3978 - Wednesday, December 12, 2001",0,3
1084,,"Show #3977 - Tuesday, December 11, 2001",1,2
1083,,"Show #3976 - Monday, December 10, 2001",3,0
1076,"Kathy Cassity game 5.

(Cheryl: I'm Cheryl of the Clue Crew. Welcome to clue time at the Apollo, next on Jeopardy!)","Show #3975 - Friday, December 7, 2001",1,2
1075,Kathy Cassity game 4.,"Show #3974 - Thursday, December 6, 2001",0,3
1074,Kathy Cassity game 3.,"Show #3973 - Wednesday, December 5, 2001",3,0
1073,"Kathy Cassity game 2.

(Cheryl: Hi, this is Cheryl of the Clue Crew, and today we'll take you around New York City.  Come on, jump in!)","Show #3972 - Tuesday, December 4, 2001",0,3
1072,Kathy Cassity game 1.,"Show #3971 - Monday, December 3, 2001",2,1
1066,"(Sofia: Hi, this is Sofia of the Clue Crew.  Today, we give you a little taste of New York City.)","Show #3970 - Friday, November 30, 2001",3,0
1065,"(Sarah: I'm Sarah of the Clue Crew.  Today on Jeopardy!, everything's fair game.  Stay tuned.)","Show #3969 - Thursday, November 29, 2001",1,2
1064,"(Cheryl: This is Cheryl from the Jeopardy! Clue Crew, and we're at Sea World, where the entertainers get paid in fish.  Anyone got change for a fin?)","Show #3968 - Wednesday, November 28, 2001",1,2
1063,,"Show #3967 - Tuesday, November 27, 2001",1,2
1062,Clue dollar values are doubled.,"Show #3966 - Monday, November 26, 2001",2,1
1057,Trevor Norris game 5.,"Show #3965 - Friday, November 23, 2001",1,2
1056,"Trevor Norris game 4.

(Cheryl: Hi, I'm Cheryl of the Clue Crew.  You wouldn't believe where I have sand after taping clues for Jeopardy!--next.)","Show #3964 - Thursday, November 22, 2001",1,2
1055,"Trevor Norris game 3.

(Sofia: I'm Sofia of the Clue Crew at the Page Museum and the La Brea Tar Pits.  We've got some new fossils for you today on Jeopardy!)","Show #3963 - Wednesday, November 21, 2001",3,0
1036,"2001 College Championship final game 1.
From the campus at UCLA.

(Sarah: I'm Sarah of the Clue Crew: Today, I do something new.  Next on Jeopardy!  Hey!  Which one's chocolate?)","Show #3961 - Monday, November 19, 2001",1,2
1035,"2001 College Championship semifinal game 3.
From the campus at UCLA.","Show #3960 - Friday, November 16, 2001",0,3
1034,"2001 College Championship semifinal game 2.
From the campus at UCLA.","Show #3959 - Thursday, November 15, 2001",0,2
1033,"2001 College Championship semifinal game 1.
From the campus at UCLA.","Show #3958 - Wednesday, November 14, 2001",1,2
1032,"2001 College Championship quarterfinal game 5.
From the campus at UCLA.

(Jimmy: [Austrian accent] I'm Jimmy of the Clue Crew.  Flex your mental muscle.  We're here to pump... [claps] you up... next on Jeopardy!)","Show #3957 - Tuesday, November 13, 2001",0,3
1031,"2001 College Championship quarterfinal game 4.
From the campus at UCLA.","Show #3956 - Monday, November 12, 2001",1,2
1030,"2001 College Championship quarterfinal game 3.
From the campus at UCLA.","Show #3955 - Friday, November 9, 2001",2,1
1029,"2001 College Championship quarterfinal game 2.
From the campus at UCLA.","Show #3954 - Thursday, November 8, 2001",0,3
1028,"2001 College Championship quarterfinal game 1.
From the campus at UCLA.","Show #3953 - Wednesday, November 7, 2001",1,2
1027,Trevor Norris game 2.,"Show #3952 - Tuesday, November 6, 2001",2,1
1026,Trevor Norris game 1.,"Show #3951 - Monday, November 5, 2001",1,2
325,2001 Tournament of Champions final game 1.,"Show #3949 - Thursday, November 1, 2001",3,0
327,2001 Tournament of Champions semifinal game 3.,"Show #3948 - Wednesday, October 31, 2001",1,2
1021,"2001 Tournament of Champions semifinal game 2.

(Sarah: This is Sarah of the Clue Crew with a friend in from the Arctic.  Bear with us! Jeopardy!'s next!)","Show #3947 - Tuesday, October 30, 2001",1,2
1020,"2001 Tournament of Champions semifinal game 1.

(Sarah: You'll be glued to the screen today on the Jeopardy! Tournament of Champions.)","Show #3946 - Monday, October 29, 2001",1,2
1010,2001 Tournament of Champions quarterfinal game 5.,"Show #3945 - Friday, October 26, 2001",2,1
296,"2001 Tournament of Champions quarterfinal game 4.

(Jimmy: ¡Hola!  Soy Jimmy de la Clue Crew.  Hoy en Jeopardy! hablamos español--¡y más!)","Show #3944 - Thursday, October 25, 2001",3,0
1009,"2001 Tournament of Champions quarterfinal game 3.

(Sarah: I'm Sarah, and we're the Clue Crew.  Swimming today on Jeopardy! Everybody into the pool!)
(Cheryl: I don't think so.)
(Sarah: Hey, guys!  What's up?)
(Sofia: Buh-bye!  How about lunch?)
(Cheryl: Oh yeah!)
(Sarah: Guys!)","Show #3943 - Wednesday, October 24, 2001",3,0
1008,2001 Tournament of Champions quarterfinal game 2.,"Show #3942 - Tuesday, October 23, 2001",3,0
1007,2001 Tournament of Champions quarterfinal game 1.,"Show #3941 - Monday, October 22, 2001",1,2
1005,,"Show #3940 - Friday, October 19, 2001",2,1
1004,,"Show #3939 - Thursday, October 18, 2001",0,3
1003,,"Show #3938 - Wednesday, October 17, 2001",3,0
1002,"(Jimmy: Hi, I'm Jimmy of the Clue Crew.  Now, I'm not trying to hustle you--but stay tuned for Jeopardy!)","Show #3937 - Tuesday, October 16, 2001",1,2
1001,Introduction of Clue Crew member Jimmy.,"Show #3936 - Monday, October 15, 2001",2,0
1000,Introduction of Clue Crew member Sarah.,"Show #3935 - Friday, October 12, 2001",2,1
999,Introduction of Clue Crew member Cheryl.,"Show #3934 - Thursday, October 11, 2001",0,3
998,Introduction of Clue Crew member Sofia.,"Show #3933 - Wednesday, October 10, 2001",3,0
997,"(Sofia: I'm Sofia of the Clue Crew.  You don't have to be a rocket scientist to be on Jeopardy!, but you do if you want to work here.  Jeopardy!'s next.)","Show #3932 - Tuesday, October 9, 2001",1,2
996,(Cheryl: I'm Cheryl of the Clue Crew.  See what we serve up today on Jeopardy!),"Show #3931 - Monday, October 8, 2001",0,3
992,,"Show #3930 - Friday, October 5, 2001",1,1
991,,"Show #3929 - Thursday, October 4, 2001",1,2
990,,"Show #3928 - Wednesday, October 3, 2001",2,1
989,"(Sofia: Hi, this is Sofia of the Clue Crew.  Today, you get Jeopardy! and the world-famous San Diego Zoo.  That's a lot of entertainment.)","Show #3927 - Tuesday, October 2, 2001",0,3
988,(Jimmy: I'm Jimmy on the 18th at Porter Valley Country Club.  A swinging episode of Jeopardy!--next!),"Show #3926 - Monday, October 1, 2001",2,1
462,2001 Back to School Week game 5.,"Show #3925 - Friday, September 28, 2001",0,3
461,2001 Back to School Week game 4.,"Show #3924 - Thursday, September 27, 2001",0,3
460,2001 Back to School Week game 3.,"Show #3923 - Wednesday, September 26, 2001",1,2
450,2001 Back to School Week game 2.,"Show #3922 - Tuesday, September 25, 2001",0,3
449,"2001 Back to School Week game 1.
Introduction of the ""new"" Clue Crew.","Show #3921 - Monday, September 24, 2001",3,0
446,"Alex shaves his mustache.

(Alex Trebek: Cherie, I'm going to have to work real fast today, because we're running late.)
(Cherie Whitaker-Rossi: No-no-no-no--no--be careful.)
(Alex: It's okay--it's okay.)
(Cherie: Be care--)","Show #3920 - Friday, September 21, 2001",1,2
441,Mark Dawson game 5.,"Show #3919 - Thursday, September 20, 2001",2,1
437,Mark Dawson game 4.,"Show #3918 - Wednesday, September 19, 2001",3,0
436,Mark Dawson game 3.,"Show #3917 - Tuesday, September 18, 2001",2,1
435,"Mark Dawson game 2.

New title graphics.","Show #3916 - Monday, September 17, 2001",2,1
430,Mark Dawson game 1.,"Show #3915 - Friday, September 14, 2001",1,2
429,,"Show #3914 - Thursday, September 13, 2001",3,0
407,,"Show #3913 - Wednesday, September 12, 2001",2,1
403,Pre-empted in many markets in its original run for September 11th news coverage.  Aired on GSN on 2005-06-21.,"Show #3912 - Tuesday, September 11, 2001",1,2
404,New title graphics.,"Show #3911 - Monday, September 10, 2001",2,1
402,,"Show #3910 - Friday, September 7, 2001",1,2
393,,"Show #3909 - Thursday, September 6, 2001",3,0
409,,"Show #3908 - Wednesday, September 5, 2001",1,2
467,,"Show #3907 - Tuesday, September 4, 2001",1,2
466,First game of Season 18.,"Show #3906 - Monday, September 3, 2001",3,0
1586,Last game of Season 17.,"Show #3905 - Friday, July 20, 2001",0,3
1585,,"Show #3904 - Thursday, July 19, 2001",1,2
878,Alan Bailey game 5.,"Show #3903 - Wednesday, July 18, 2001",0,3
862,Alan Bailey game 4.,"Show #3902 - Tuesday, July 17, 2001",2,1
847,Alan Bailey game 3.,"Show #3901 - Monday, July 16, 2001",2,1
717,Alan Bailey game 2.,"Show #3900 - Friday, July 13, 2001",1,2
385,Alan Bailey game 1.,"Show #3899 - Thursday, July 12, 2001",3,0
1584,,"Show #3898 - Wednesday, July 11, 2001",3,0
1583,,"Show #3897 - Tuesday, July 10, 2001",1,2
1582,,"Show #3896 - Monday, July 9, 2001",3,0
4609,,"Show #3895 - Friday, July 6, 2001",3,0
4605,,"Show #3894 - Thursday, July 5, 2001",1,2
1581,,"Show #3893 - Wednesday, July 4, 2001",0,3
1580,Kevin Keach game 5.,"Show #3892 - Tuesday, July 3, 2001",2,1
1579,Kevin Keach game 4.,"Show #3891 - Monday, July 2, 2001",0,3
1578,Kevin Keach game 3.,"Show #3890 - Friday, June 29, 2001",1,2
1575,Kevin Keach game 2.,"Show #3889 - Thursday, June 28, 2001",1,2
1574,Kevin Keach game 1.,"Show #3888 - Wednesday, June 27, 2001",2,1
1573,Lan Djang game 5.,"Show #3887 - Tuesday, June 26, 2001",0,3
1572,Lan Djang game 4.,"Show #3886 - Monday, June 25, 2001",2,1
2023,Lan Djang game 3.,"Show #3885 - Friday, June 22, 2001",3,0
1571,Lan Djang game 2.,"Show #3884 - Thursday, June 21, 2001",1,2
1570,Lan Djang game 1.,"Show #3883 - Wednesday, June 20, 2001",0,3
1569,,"Show #3882 - Tuesday, June 19, 2001",0,3
1568,,"Show #3881 - Monday, June 18, 2001",2,1
1567,,"Show #3880 - Friday, June 15, 2001",2,1
1566,Mark Eckard game 5.,"Show #3879 - Thursday, June 14, 2001",1,2
1565,Mark Eckard game 4.,"Show #3878 - Wednesday, June 13, 2001",2,1
1564,Mark Eckard game 3.,"Show #3877 - Tuesday, June 12, 2001",3,0
1285,Mark Eckard game 2.,"Show #3876 - Monday, June 11, 2001",2,1
1284,Mark Eckard game 1.,"Show #3875 - Friday, June 8, 2001",1,2
1283,,"Show #3874 - Thursday, June 7, 2001",3,0
1282,,"Show #3873 - Wednesday, June 6, 2001",3,0
1281,,"Show #3872 - Tuesday, June 5, 2001",0,3
1280,,"Show #3871 - Monday, June 4, 2001",3,0
1279,,"Show #3870 - Friday, June 1, 2001",0,3
